repo,fork_default_branch,vs_upstream_main_status,commits_ahead_of_upstream_main,commits_behind_upstream_main,branches_on_fork_not_on_upstream,branches_on_upstream_not_on_fork,compare_error,fork_pushed_at,fork_stars
lpy30m/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and lpy30m:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T09:03:37Z,0
elmehdiayad/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and elmehdiayad:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T09:03:37Z,0
hxhlb/vphone-cli,main,behind,0,2,,feat/vphoned-modules-and-menus;swift-yyds,,2026-04-28T08:10:21Z,0
kingzynj/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and kingzynj:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T09:03:37Z,0
Pew2018/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and Pew2018:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T13:12:43Z,0
yon1ng/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and yon1ng:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T04:01:58Z,0
qq1016127192/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and qq1016127192:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T04:01:58Z,0
mucsbr/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and mucsbr:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T04:01:58Z,0
p1atdev/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and p1atdev:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-03-03T14:28:55Z,1
azyben8/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and azyben8:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T04:01:58Z,0
3117310/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and 3117310:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T04:01:58Z,0
acoffeeworld/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and acoffeeworld:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T04:01:58Z,0
jiangtao89/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and jiangtao89:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T04:01:58Z,0
InsideBinary/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and InsideBinary:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T04:01:58Z,0
KorsChen/vphone-cli,main,behind,0,38,,feat/vphoned-modules-and-menus;swift-yyds,,2026-03-21T15:03:01Z,0
kakapopya/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and kakapopya:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T04:01:58Z,0
mssky9527/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and mssky9527:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T04:01:58Z,0
apploHah/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and apploHah:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T18:38:17Z,0
zhiyu-zeng/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and zhiyu-zeng:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-03-02T09:46:44Z,0
NeilTong/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and NeilTong:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T18:38:17Z,0
retX0/vphone-cli,main,behind,0,38,features/amfree;fix/amfid-running;fix/libtoolize-error,feat/vphoned-modules-and-menus;swift-yyds,,2026-03-26T20:51:09Z,0
Xplo8E/vphone-cli,main,identical,0,0,alpha;dev;fix-clean;imgbot;ios-18-support-wip;personal,feat/vphoned-modules-and-menus;swift-yyds,,2026-05-02T06:55:20Z,2
cocoazfli/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and cocoazfli:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T18:38:17Z,0
tukies/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and tukies:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T18:38:17Z,0
Tr33NewBee/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and Tr33NewBee:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T18:38:17Z,0
iarata/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and iarata:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T18:38:17Z,0
clearbluejar/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and clearbluejar:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-03-03T16:39:29Z,1
n-WN/vphone-cli,main,,,,fix/macos15-trailing-comma-compat,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and n-WN:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-28T10:53:55Z,0
laggykiller/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and laggykiller:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T21:36:54Z,0
necklinux/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and necklinux:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T18:38:17Z,0
R3n3r0/vphone-cli,main,diverged,53,212,,feat/vphoned-modules-and-menus;swift-yyds,,2026-03-04T22:24:55Z,0
cocoa-xu/vphone-cli,main,,,,cx-fix-make-venv-keystone,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and cocoa-xu:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T20:18:06Z,0
shijua/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and shijua:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-03-01T14:19:03Z,0
mukarramkhalid/vphone-cli,main,behind,0,37,,feat/vphoned-modules-and-menus;swift-yyds,,2026-04-01T00:55:09Z,1
satyamisme/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and satyamisme:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T11:25:04Z,0
pankon/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and pankon:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T11:12:04Z,0
rockhacker/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and rockhacker:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T07:33:59Z,0
JJTech0130/iphone-vre,main,,,,keyboard,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and JJTech0130:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-03-07T16:29:59Z,30
Kachinaco/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and Kachinaco:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T01:53:30Z,0
Jerryy959/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and Jerryy959:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-03-02T05:00:23Z,0
missaustraliana/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and missaustraliana:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T01:09:09Z,0
zqxwce/vphone-cli,main,identical,0,0,bugfix/brew_install;bugfix/debugserver-already-resigned;bugfix/missing-quotation;bugfix/no-sudo-passowrd;bugfix/rpcserver-task-for-pid;bugfix/vphoned_build;bugfix/waited-zero-exit;feature/additional-options;feature/amfidont_readme;feature/apple-services;feature/dtree-patch;feature/enable-dev-mode;feature/entitlements-debugserver;feature/implement-dev-mode-setup;feature/ipsw-dir;feature/jb-add-missing-dev-capabilities;feature/limit-download-patchless;feature/offline-tss;feature/patchless_amfidont;feature/pymobiledevice3;feature/re-enable-ssh;feature/restore_offline_doc;feature/rpc-server;feature/rpc-server-wip;feature/window-title-show-ip;flat/flatten-main;flat/main;mpass99/main;refactor/clone-to-submodules,feat/vphoned-modules-and-menus;swift-yyds,,2026-04-30T09:30:12Z,0
jfreemansh/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and jfreemansh:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-26T15:56:40Z,0
cualquiercosa327/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and cualquiercosa327:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-26T15:56:40Z,0
kiminih/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and kiminih:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-26T15:56:40Z,0
demochasr/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and demochasr:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-26T15:56:40Z,0
danielchim/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and danielchim:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-27T03:16:49Z,0
carppond/vphone-cli,main,behind,0,5,,feat/vphoned-modules-and-menus;swift-yyds,,2026-04-25T01:57:42Z,0
xtiankisutsa/vphone-cli,main,,,,,feat/vphoned-modules-and-menus;swift-yyds,"{""message"":""No common ancestor between main and xtiankisutsa:main."",""documentation_url"":""https://docs.github.com/rest/commits/commits#compare-two-commits"",""status"":""404""}",2026-02-26T15:14:32Z,0
